-70.140496	-21.056366
-70.140482	-21.039894
-70.137223	-21.037245
-70.135591	-21.032466
-70.130701	-21.026632
-70.127438	-21.018669
-70.12146	-21.008056
-70.119284	-21.002216
-70.121448	-20.995303
-70.130655	-20.973496
-70.136078	-20.969233
-70.142043	-20.962843
-70.142033	-20.951684
-70.140942	-20.94531
-70.140932	-20.934152
-70.13767	-20.927251
-70.132238	-20.920887
-70.128971	-20.909205
-70.131137	-20.903886
-70.143063	-20.888449
-70.147392	-20.874093
-70.171798	-20.856502
-70.185903	-20.851156
-70.197288	-20.838377
-70.196736	-20.826688
-70.191305	-20.821918
-70.186412	-20.812365
-70.17935	-20.804411
-70.173375	-20.798579
-70.174449	-20.785824
-70.173344	-20.762447
-70.174419	-20.750754
-70.182003	-20.735327
-70.188513	-20.733187
-70.189045	-20.720433
-70.189039	-20.714057
-70.189032	-20.705555
-70.182512	-20.697068
-70.182502	-20.684847
-70.183034	-20.672624
-70.186285	-20.666772
-70.190072	-20.652947
-70.190055	-20.63435
-70.190045	-20.62266
-70.181899	-20.615771
-70.182423	-20.593984
-70.182415	-20.585482
-70.182408	-20.577511
-70.1824	-20.567947
-70.179676	-20.556263
-70.175331	-20.551491
-70.174243	-20.549368
-70.171528	-20.547249
-70.167725	-20.543007
-70.16175	-20.536113
-70.153605	-20.530818
-70.149249	-20.513824
-70.145444	-20.507456
-70.144898	-20.503738
-70.145967	-20.484607
-70.145959	-20.476105
-70.145953	-20.468666
-70.144314	-20.455917
-70.14431	-20.451135
-70.141588	-20.442108
-70.147	-20.425091
-70.154585	-20.409665
-70.166512	-20.395822
-70.173015	-20.385711
-70.172467	-20.379336
-70.168657	-20.366592
-70.16377	-20.363415
-70.155086	-20.361841
-70.146398	-20.356547
-70.143139	-20.353898
-70.136075	-20.343287
-70.129015	-20.336926
-70.128464	-20.327363
-70.125745	-20.321525
-70.119225	-20.313038
-70.118131	-20.302413
-70.118108	-20.276376
-70.119183	-20.264684
-70.126779	-20.262009
-70.13545	-20.248705
-70.136531	-20.243921
-70.146827	-20.225831
-70.147363	-20.218922
-70.138675	-20.213097
-70.144102	-20.213084
-70.130533	-20.211521
-70.12456	-20.207284
-70.124549	-20.195063
-70.130514	-20.189735
-70.131594	-20.183357
-70.140809	-20.170583
-70.139178	-20.167398
-70.134282	-20.154125
-70.126678	-20.147235
-70.125047	-20.143519
-70.120703	-20.140341
-70.120694	-20.130245
-70.120139	-20.116431
-70.11471	-20.113255
-70.111441	-20.098916
-70.109263	-20.090419
-70.110884	-20.082445
-70.114681	-20.080842
-70.117935	-20.077647
-70.118475	-20.074457
-70.11847	-20.069144
-70.118462	-20.06011
-70.118456	-20.053203
-70.11953	-20.040448
-70.119516	-20.023975
-70.111373	-20.021337
-70.109198	-20.015497
-70.109187	-20.003276
-70.109177	-19.992117
-70.116224	-19.983068
-70.117302	-19.974032
-70.125434	-19.964449
-70.125429	-19.958604
-70.12596	-19.945319
-70.127579	-19.935219
-70.127568	-19.922998
-70.127019	-19.91556
-70.122653	-19.887408
-70.126995	-19.887398
-70.118849	-19.88104
-70.122642	-19.874655
-70.123177	-19.866152
-70.129141	-19.859231
-70.133467	-19.841686
-70.13997	-19.830512
-70.150277	-19.826238
-70.148643	-19.819334
-70.143757	-19.817751
-70.139412	-19.814041
-70.139946	-19.802881
-70.137766	-19.79279
-70.134506	-19.788547
-70.131789	-19.784302
-70.13233	-19.782176
-70.135039	-19.777918
-70.137751	-19.775787
-70.140459	-19.769404
-70.14371	-19.763552
-70.143705	-19.758238
-70.141533	-19.756649
-70.14044	-19.747618
-70.140433	-19.740179
-70.137715	-19.733809
-70.13771	-19.729027
-70.137701	-19.7184
-70.137694	-19.709898
-70.149629	-19.70562
-70.152337	-19.699768
-70.158841	-19.690189
-70.157753	-19.687003
-70.154494	-19.683291
-70.150147	-19.677456
-70.148511	-19.667895
-70.156647	-19.663626
-70.157183	-19.655123
-70.160428	-19.642894
-70.165307	-19.637038
-70.170732	-19.6349
-70.178324	-19.628506
-70.180492	-19.62425
-70.199471	-19.607734
-70.216282	-19.592817
-70.222247	-19.58749
-70.218445	-19.58431
-70.212474	-19.583261
-70.200535	-19.582758
-70.195105	-19.579051
-70.194015	-19.574271
-70.194005	-19.563112
-70.193998	-19.55461
-70.191823	-19.549302
-70.194523	-19.534417
-70.194518	-19.528041
-70.197228	-19.524315
-70.193966	-19.518478
-70.192332	-19.510511
-70.186901	-19.506804
-70.186355	-19.502023
-70.190141	-19.487667
-70.191769	-19.487132
-70.196645	-19.478088
-70.198809	-19.470644
-70.200965	-19.453635
-70.200959	-19.447259
-70.200951	-19.437694
-70.205827	-19.428119
-70.213961	-19.420661
-70.216124	-19.411623
-70.218279	-19.394083
-70.218814	-19.38558
-70.223686	-19.371222
-70.228565	-19.365366
-70.240498	-19.357899
-70.242652	-19.339296
-70.252957	-19.331834
-70.251862	-19.321209
-70.249146	-19.318027
-70.246431	-19.316439
-70.246968	-19.30953
-70.251845	-19.301017
-70.259981	-19.296747
-70.265401	-19.288233
-70.268112	-19.285039
-70.271358	-19.273873
-70.269173	-19.256874
-70.265371	-19.253695
-70.265358	-19.238817
-70.262637	-19.230852
-70.26696	-19.209588
-70.270212	-19.203735
-70.270202	-19.192577
-70.263143	-19.188342
-70.260963	-19.178251
-70.257699	-19.168694
-70.25768	-19.146908
-70.257658	-19.121403
-70.259275	-19.109178
-70.270115	-19.093212
-70.270105	-19.082053
-70.272264	-19.068233
-70.279311	-19.059184
-70.2793	-19.046431
-70.287968	-19.029407
-70.294465	-19.011326
-70.297716	-19.005474
-70.300418	-18.992183
-70.30041	-18.98315
-70.300404	-18.976774
-70.300392	-18.96349
-70.297129	-18.954464
-70.293867	-18.948095
-70.293863	-18.943313
-70.293854	-18.933217
-70.293846	-18.924184
-70.299265	-18.915138
-70.301976	-18.911944
-70.306315	-18.909277
-70.307938	-18.903428
-70.308476	-18.897582
-70.309009	-18.886954
-70.309548	-18.882702
-70.314431	-18.881096
-70.316051	-18.872591
-70.313871	-18.861437
-70.31386	-18.848684
-70.31602	-18.836989
-70.320348	-18.820507
-70.325767	-18.812524
-70.327937	-18.810925
-70.333897	-18.799753
-70.333885	-18.786469
-70.33225	-18.778502
-70.343098	-18.772101
-70.343093	-18.765724
-70.343087	-18.758817
-70.343622	-18.750845
-70.343616	-18.743937
-70.342523	-18.734907
-70.339801	-18.724286
-70.338714	-18.722694
-70.334369	-18.719516
-70.321343	-18.716889
-70.327855	-18.716874
-70.321341	-18.714764
-70.321338	-18.712107
-70.321335	-18.708387
-70.321874	-18.703604
-70.323498	-18.699349
-70.330007	-18.695615
-70.331087	-18.689236
-70.331081	-18.682859
-70.331619	-18.677013
-70.329439	-18.666391
-70.324547	-18.6579
-70.321285	-18.650469
-70.321279	-18.644092
-70.321817	-18.638778
-70.324525	-18.632395
-70.324523	-18.629738
-70.327234	-18.627075
-70.331028	-18.622284
-70.332111	-18.619625
-70.333193	-18.615371
-70.336445	-18.61005
-70.336982	-18.604204
-70.335349	-18.598363
-70.331545	-18.592527
-70.329914	-18.588279
-70.328282	-18.584564
-70.327188	-18.57447
-70.327724	-18.56703
-70.327719	-18.560654
-70.327714	-18.55534
-70.327707	-18.547369
-70.327704	-18.54365
-70.327697	-18.536211
-70.327151	-18.531961
-70.324977	-18.528778
-70.322802	-18.524001
-70.322799	-18.51975
-70.322793	-18.513374
-70.322787	-18.506466
-70.32247	-18.499999
-70.323121	-18.49946
-70.323517	-18.499226
-70.323639	-18.499125
-70.32372	-18.499023
-70.323812	-18.498576
-70.323852	-18.498454
-70.323913	-18.498373
-70.324208	-18.49821
-70.324563	-18.498099
-70.324645	-18.498007
-70.324716	-18.497885
-70.324767	-18.49758
-70.324736	-18.497052
-70.324746	-18.496768
-70.324777	-18.496605
-70.324858	-18.496453
-70.32498	-18.496321
-70.32627	-18.495813
-70.326159	-18.495762
-70.326352	-18.495752
-70.325793	-18.49566
-70.326037	-18.49565
-70.325925	-18.495609
-70.326453	-18.495579
-70.326667	-18.495061
-70.326717	-18.494919
-70.326728	-18.494797
-70.326707	-18.494675
-70.326423	-18.494258
-70.326291	-18.493953
-70.326291	-18.493598
-70.326352	-18.493415
-70.326443	-18.493273
-70.326758	-18.493059
-70.326961	-18.492958
-70.327611	-18.492754
-70.327845	-18.492643
-70.328353	-18.492226
-70.328506	-18.492064
-70.32876	-18.491738
-70.328953	-18.491383
-70.329247	-18.490458
-70.329328	-18.490103
-70.329369	-18.489808
-70.329359	-18.489544
-70.329308	-18.489249
-70.328455	-18.489178
-70.329268	-18.489178
-70.328749	-18.489148
-70.328201	-18.489127
-70.329207	-18.489077
-70.328942	-18.489066
-70.329135	-18.489046
-70.327815	-18.488985
-70.327601	-18.488863
-70.327429	-18.488731
-70.327286	-18.488558
-70.327164	-18.488365
-70.326921	-18.487847
-70.326788	-18.487258
-70.326758	-18.487014
-70.326768	-18.486526
-70.326839	-18.486333
-70.32689	-18.486262
-70.327073	-18.486161
-70.327164	-18.486059
-70.327236	-18.485866
-70.327205	-18.485531
-70.326971	-18.484576
-70.32691	-18.483875
-70.326931	-18.483651
-70.326961	-18.483468
-70.327144	-18.483052
-70.328404	-18.481792
-70.32689	-18.480461
-70.326565	-18.480065
-70.326077	-18.479242
-70.325945	-18.478917
-70.325783	-18.478236
-70.328587	-18.476255
-70.32437	-18.476011
-70.324594	-18.475909
-70.329166	-18.475747
-70.32941	-18.475391
-70.322785	-18.47533
-70.322481	-18.475157
-70.322257	-18.474934
-70.329684	-18.474781
-70.321973	-18.474355
-70.329836	-18.47408
-70.32876	-18.47404
-70.321678	-18.473491
-70.329674	-18.473247
-70.321099	-18.472282
-70.321058	-18.471998
-70.31797	-18.471672
-70.317766	-18.471662
-70.317543	-18.471632
-70.318142	-18.471632
-70.319981	-18.471551
-70.319859	-18.47153
-70.319737	-18.47149
-70.320317	-18.47149
-70.317035	-18.471459
-70.3212	-18.471429
-70.316476	-18.471327
-70.319351	-18.471225
-70.315612	-18.471215
-70.315104	-18.471053
-70.314454	-18.470728
-70.314099	-18.470443
-70.313906	-18.47022
-70.327307	-18.469742
-70.323994	-18.469508
-70.32813	-18.469478
-70.323761	-18.469173
-70.313144	-18.46896
-70.327896	-18.468584
-70.328119	-18.468513
-70.312778	-18.468503
-70.312605	-18.468431
-70.312636	-18.468249
-70.312585	-18.467995
-70.312534	-18.467873
-70.312422	-18.467771
-70.310634	-18.4677
-70.310329	-18.46769
-70.310035	-18.467639
-70.312138	-18.467639
-70.311813	-18.467608
-70.309821	-18.467548
-70.309019	-18.467009
-70.308053	-18.466186
-70.307383	-18.465495
-70.306773	-18.464662
-70.306438	-18.464073
-70.305706	-18.462457
-70.305077	-18.461208
-70.304162	-18.459572
-70.303593	-18.458139
-70.303166	-18.456707
-70.302852	-18.454817
-70.30277	-18.453181
-70.30274	-18.451688
-70.30275	-18.451322
-70.302852	-18.449869
-70.303014	-18.448812
-70.303197	-18.447847
-70.303827	-18.44546
-70.304802	-18.442544
-70.305788	-18.440359
-70.306794	-18.43849
-70.308125	-18.436224
-70.308602	-18.435594
-70.308917	-18.4353
-70.309262	-18.434761
-70.310583	-18.431764
-70.310797	-18.431398
-70.311315	-18.430707
-70.312707	-18.429031
-70.313479	-18.428208
-70.315216	-18.425912
-70.315714	-18.425292
-70.317553	-18.42326
