lon,lat
-77.781574,-11.980924
-77.794194,-11.954739
-77.800446,-11.925532
-77.801232,-11.895009
-77.79646,-11.864765
-77.788167,-11.835445
-77.782562,-11.80676
-77.786003,-11.778593
-77.796652,-11.750912
-77.809324,-11.723806
-77.821768,-11.697831
-77.836796,-11.673628
-77.850677,-11.648932
-77.859177,-11.621377
-77.863397,-11.591542
-77.865858,-11.560805
-77.868584,-11.530229
-77.874307,-11.501099
-77.885468,-11.474503
-77.895683,-11.447129
-77.905368,-11.419426
-77.916438,-11.392597
-77.928872,-11.36663
-77.941656,-11.340881
-77.951919,-11.313807
-77.956406,-11.283967
-77.958098,-11.253368
-77.958938,-11.223299
-77.959895,-11.193375
-77.961866,-11.162953
-77.966025,-11.132632
-77.974299,-11.104568
-77.988965,-11.080886
-78.005582,-11.058373
-78.018324,-11.032658
-78.027927,-11.004959
-78.035836,-10.976522
-78.043104,-10.947691
-78.050578,-10.91875
-78.059406,-10.890535
-78.071315,-10.864354
-78.084019,-10.838645
-78.09545,-10.811977
-78.107015,-10.785353
-78.119656,-10.759478
-78.133445,-10.734585
-78.148454,-10.710753
-78.163918,-10.686675
-78.181052,-10.664725
-78.202156,-10.649126
-78.22607,-10.639096
-78.240683,-10.618397
-78.246961,-10.587183
-78.257046,-10.559265
-78.276806,-10.541016
-78.296216,-10.521456
-78.31326,-10.499456
-78.325865,-10.473876
-78.338517,-10.44829
-78.353179,-10.424069
-78.366727,-10.398688
-78.377897,-10.371316
-78.391998,-10.34742
-78.413392,-10.332287
-78.438482,-10.325122
-78.463488,-10.326636
-78.486836,-10.336128
-78.508971,-10.350191
-78.530094,-10.366745
-78.550958,-10.38329
-78.572836,-10.396429
-78.596687,-10.403539
-78.621039,-10.408383
-78.645546,-10.410421
-78.670093,-10.408444
-78.694475,-10.403621
-78.718127,-10.395782
-78.739728,-10.38152
-78.760101,-10.363809
-78.78005,-10.345637
-78.80024,-10.32854
-78.821389,-10.313173
-78.842607,-10.298288
-78.863447,-10.283278
-78.885731,-10.270322
-78.911657,-10.262186
-78.938144,-10.256137
-78.95582,-10.243231
-78.957852,-10.217067
-78.952096,-10.184115
-78.946736,-10.151107
-78.945545,-10.120554
-78.949589,-10.091894
-78.959744,-10.064649
-78.97043,-10.036969
-78.983313,-10.011772
-79.002536,-9.99349
-79.025232,-9.980249
-79.048676,-9.970364
-79.071931,-9.960918
-79.094274,-9.948485
-79.113967,-9.930677
-79.12838,-9.906685
-79.14046,-9.879984
-79.153714,-9.854389
-79.167095,-9.82897
-79.180138,-9.803271
-79.195201,-9.779713
-79.21398,-9.760292
-79.235048,-9.744892
-79.257342,-9.732074
-79.280037,-9.720095
-79.302403,-9.70743
-79.323287,-9.691735
-79.34298,-9.673605
-79.362782,-9.655704
-79.3826,-9.637904
-79.402034,-9.619488
-79.421358,-9.600927
-79.440991,-9.582888
-79.460751,-9.564926
-79.480136,-9.546286
-79.493254,-9.521297
-79.499636,-9.491152
-79.500834,-9.460063
-79.498332,-9.43009
-79.496028,-9.400327
-79.49797,-9.369803
-79.50537,-9.340027
-79.518594,-9.314604
-79.537316,-9.295147
-79.554339,-9.273486
-79.569951,-9.250089
-79.585456,-9.226657
-79.602147,-9.204476
-79.621167,-9.184768
-79.642107,-9.168395
-79.664851,-9.157001
-79.688148,-9.147004
-79.711444,-9.137217
-79.735325,-9.131099
-79.759866,-9.12904
-79.784599,-9.128161
-79.809179,-9.126321
-79.83365,-9.123573
-79.858159,-9.12047
-79.882684,-9.1169
-79.906884,-9.11166
-79.93034,-9.103112
-79.953391,-9.092583
-79.976874,-9.08331
-79.999857,-9.074521
-80.019425,-9.058407
-80.039816,-9.038518
-80.062675,-9.017661
-80.070359,-8.996559
-80.05182,-8.975827
-80.028313,-8.95757
-80.007522,-8.941999
-79.987214,-8.927431
-79.965212,-8.914557
-79.941254,-8.907416
-79.916733,-8.902435
-79.89267,-8.896668
-79.868919,-8.8894
-79.845041,-8.880109
-79.821795,-8.867516
-79.802767,-8.848918
-79.792568,-8.820788
-79.791271,-8.788749
-79.799793,-8.761417
-79.81793,-8.742378
-79.839839,-8.726106
-79.860223,-8.70711
-79.873492,-8.683139
-79.875477,-8.654231
-79.871371,-8.622563
-79.865437,-8.589778
-79.862115,-8.558442
-79.867583,-8.532596
-79.885717,-8.514583
-79.908262,-8.498366
-79.926931,-8.477611
-79.939599,-8.452192
-79.946389,-8.423645
-79.95102,-8.393739
-79.957158,-8.363979
-79.966658,-8.33583
-79.980761,-8.311476
-79.999071,-8.291224
-80.018768,-8.272959
-80.039794,-8.257402
-80.062368,-8.245551
-80.085461,-8.234941
-80.107603,-8.221983
-80.125002,-8.201658
-80.138866,-8.176251
-80.152614,-8.150257
-80.167596,-8.126178
-80.175109,-8.097755
-80.180894,-8.068411
-80.194295,-8.044232
-80.212665,-8.023349
-80.231398,-8.002576
-80.244685,-7.97757
-80.246909,-7.946088
-80.239776,-7.915684
-80.223568,-7.894205
-80.201158,-7.883407
-80.175683,-7.87692
-80.149437,-7.869435
-80.125438,-7.857704
-80.108088,-7.838192
-80.095908,-7.81035
-80.082998,-7.782049
-80.080547,-7.755551
-80.094803,-7.731805
-80.111411,-7.707503
-80.125552,-7.683203
-80.144504,-7.664837
-80.167153,-7.651643
-80.190628,-7.64178
-80.213889,-7.632319
-80.236173,-7.619594
-80.255301,-7.600861
-80.266479,-7.575025
-80.272585,-7.545047
-80.277222,-7.514076
-80.28313,-7.484238
-80.293226,-7.457238
-80.310896,-7.437955
-80.334518,-7.43045
-80.360823,-7.426318
-80.387278,-7.419102
-80.410248,-7.406157
-80.424641,-7.383854
-80.43527,-7.357309
-80.454492,-7.338607
-80.47789,-7.324756
-80.501632,-7.313472
-80.524487,-7.302713
-80.546538,-7.290145
-80.567608,-7.273883
-80.588279,-7.256534
-80.609764,-7.242979
-80.633176,-7.237562
-80.657802,-7.235119
-80.682362,-7.226646
-80.698526,-7.20755
-80.693228,-7.180292
-80.680818,-7.149294
-80.676469,-7.118182
-80.683188,-7.088698
-80.695978,-7.061761
-80.712071,-7.038753
-80.730942,-7.01953
-80.753518,-7.004469
-80.775979,-6.990238
-80.78869,-6.968916
-80.789899,-6.939022
-80.786739,-6.906175
-80.784288,-6.874467
-80.783782,-6.84456
-80.785938,-6.816591
-80.791824,-6.78959
-80.802941,-6.759776
-80.792357,-6.740805
-80.769394,-6.730466
-80.747487,-6.718247
-80.726324,-6.700696
-80.709949,-6.677728
-80.706815,-6.649717
-80.716154,-6.619942
-80.732397,-6.594388
-80.751708,-6.575272
-80.771591,-6.556205
-80.792565,-6.540483
-80.815534,-6.532778
-80.840247,-6.532784
-80.865211,-6.535131
-80.889367,-6.535822
-80.913619,-6.53413
-80.939621,-6.529607
-80.96393,-6.519847
-80.972817,-6.498111
-80.968908,-6.466565
-80.966695,-6.434082
-80.975342,-6.406136
-80.988331,-6.38002
-80.998185,-6.352558
-81.013757,-6.330241
-81.034146,-6.311554
-81.053465,-6.291606
-81.067519,-6.266997
-81.07987,-6.241112
-81.091736,-6.214699
-81.103784,-6.188004
-81.117696,-6.16317
-81.136431,-6.144254
-81.156835,-6.127111
-81.173354,-6.104616
-81.185031,-6.077832
-81.191422,-6.048779
-81.195452,-6.019252
-81.198523,-5.98945
-81.201433,-5.95911
-81.205385,-5.928731
-81.212707,-5.900231
-81.226335,-5.875825
-81.242929,-5.853226
-81.256001,-5.827839
-81.265115,-5.799718
-81.271546,-5.770454
-81.274906,-5.740656
-81.274117,-5.710702
-81.269901,-5.680919
-81.26275,-5.651718
-81.251769,-5.624708
-81.234086,-5.60386
-81.215178,-5.584501
-81.203576,-5.559041
-81.198852,-5.528712
-81.198919,-5.496981
-81.203284,-5.466241
-81.212299,-5.438255
-81.227735,-5.41545
-81.246031,-5.395068
-81.259094,-5.369974
-81.270153,-5.34276
-81.283577,-5.31716
-81.296918,-5.291804
-81.306745,-5.264698
-81.311581,-5.235142
-81.313975,-5.205066
-81.319053,-5.175666
-81.329564,-5.147897
-81.34413,-5.122996
-81.362305,-5.10266
-81.381867,-5.0844
-81.400227,-5.064477
-81.415171,-5.040036
-81.423624,-5.008418
-81.423919,-4.976372
-81.412316,-4.954337
-81.389364,-4.943545
-81.364022,-4.930357
-81.342401,-4.90993
-81.33029,-4.885979
-81.334641,-4.861053
-81.350285,-4.836021
-81.368472,-4.811216
-81.382063,-4.786055
-81.390323,-4.75782
-81.396225,-4.72795
-81.401336,-4.697642
-81.404026,-4.667627
-81.400904,-4.638668
-81.39169,-4.610805
-81.381797,-4.582807
-81.375725,-4.553648
-81.367368,-4.525456
-81.357236,-4.497877
-81.348279,-4.46976
-81.340718,-4.441098
-81.334072,-4.412202
-81.328205,-4.383171
-81.323227,-4.353703
-81.319448,-4.323367
-81.313018,-4.294569
-81.29758,-4.271347
-81.284242,-4.246058
-81.276673,-4.216549
-81.267335,-4.188923
-81.24972,-4.168525
-81.229849,-4.150391
-81.210406,-4.132014
-81.191643,-4.112747
-81.173778,-4.091866
-81.15697,-4.069241
-81.142699,-4.044545
-81.133115,-4.016927
-81.125769,-3.988059
-81.11167,-3.963364
-81.099725,-3.938528
-81.099013,-3.908794
-81.102793,-3.877143
-81.105438,-3.846046
-81.104379,-3.816032
-81.096896,-3.787207
-81.082958,-3.759644
-81.071062,-3.732789
-81.071481,-3.706258
-81.08719,-3.68167
-81.110385,-3.66398
-81.13498,-3.660264
-81.158293,-3.670422
-81.179818,-3.688175
-81.197813,-3.71006
-81.201745,-3.738725
-81.196557,-3.771011
-81.200196,-3.797676
-81.221969,-3.811983
-81.249201,-3.813097
-81.271123,-3.798766
-81.284284,-3.773771
-81.289057,-3.742991
-81.286559,-3.712035
-81.277409,-3.684068
-81.266434,-3.657079
-81.258746,-3.628474
-81.254006,-3.598554
-81.243093,-3.572351
-81.225937,-3.55037
-81.20802,-3.529732
-81.190503,-3.508777
-81.174692,-3.485757
-81.164004,-3.458219
-81.155311,-3.429263
-81.141834,-3.405004
-81.119841,-3.39182
-81.095505,-3.394609
-81.070938,-3.402505
-81.047358,-3.401783
-81.025299,-3.388748
-81.004696,-3.369517
-80.985863,-3.348686
-80.968677,-3.327496
-80.952999,-3.304561
-80.938449,-3.280176
-80.925101,-3.254618
-80.919416,-3.226369
-80.921199,-3.195782
-80.924454,-3.164813
-80.925823,-3.134505
-80.925202,-3.104653
-80.922196,-3.075079
-80.916912,-3.045733
-80.909515,-3.016667
-80.909515,-3.016667
-80.909515,-3.016667
-80.909515,-3.016667
-80.909515,-3.016667
-80.909515,-3.016667
-80.909515,-3.016667
-80.909515,-3.016667
-80.909515,-3.016667
-80.909515,-3.016667
-80.909515,-3.016667
-80.909515,-3.016667
-80.909515,-3.016667
-80.909515,-3.016667
-80.909515,-3.016667
